代码,日期,收盘,行业名称,日涨跌幅,市场环境,沪深300涨跌幅,超额收益,行业分组
801780,2021-04-21,4040.51,银行,0.017214945130194614,震荡期,0.0030255549227726775,0.014189390207421937,防御类
801780,2021-04-22,4002.77,银行,-0.009340405047877698,震荡期,-0.0018633997189504425,-0.007477005328927255,防御类
801780,2021-04-23,4022.39,银行,0.004901605638095496,震荡期,0.00907973757988434,-0.004178131941788843,防御类
801780,2021-04-26,3982.79,银行,-0.009844893210255612,震荡期,-0.011336098295515629,0.0014912050852600167,防御类
801780,2021-04-27,3979.96,银行,-0.0007105571722335613,震荡期,0.002616186717303126,-0.0033267438895366874,防御类
801780,2021-04-28,3974.12,银行,-0.0014673514306676738,震荡期,0.005642252657881652,-0.007109604088549326,防御类
801780,2021-04-29,4049.13,银行,0.018874618783529584,震荡期,0.008776103962266246,0.010098514821263338,防御类
801780,2021-04-30,3985.15,银行,-0.015800925137004707,震荡期,-0.007877356453671491,-0.007923568683333215,防御类
801780,2021-05-06,4025.3,银行,0.01007490307767589,震荡期,-0.012172369258526716,0.022247272336202606,防御类
801780,2021-05-07,4067.14,银行,0.010394256328720708,震荡期,-0.012857025435456637,0.023251281764177345,防御类
801780,2021-05-10,4040.48,银行,-0.006554974748840703,震荡期,-0.0007267737151708253,-0.0058282010336698775,防御类
801780,2021-05-11,4051.71,银行,0.0027793727477922747,震荡期,0.006136901087288038,-0.0033575283394957633,防御类
801780,2021-05-12,4069.48,银行,0.004385802537693939,震荡期,0.004277870461431688,0.00010793207626225154,防御类
801780,2021-05-13,4048.99,银行,-0.005035041332062118,震荡期,-0.010223710826024357,0.005188669493962239,防御类
801780,2021-05-14,4105.71,银行,0.014008431732358106,震荡期,0.023556301314607175,-0.009547869582249069,防御类
801780,2021-05-17,4118.06,银行,0.003008005923457846,震荡期,0.014557027662168043,-0.011549021738710197,防御类
801780,2021-05-18,4111.89,银行,-0.0014982783155175206,震荡期,0.0005045337643214687,-0.0020028120798389892,防御类
801780,2021-05-19,4049.26,银行,-0.015231438584203394,震荡期,-0.0029549304196678783,-0.012276508164535516,防御类
801780,2021-05-20,4088.57,银行,0.009707946637163234,震荡期,0.002733808276131011,0.006974138361032223,防御类
801780,2021-05-21,4034.01,银行,-0.013344518988301468,震荡期,-0.01007710147207741,-0.003267417516224058,防御类
801780,2021-05-24,4036.71,银行,0.0006693091985394695,震荡期,0.00417596064624548,-0.0035066514477060107,防御类
801780,2021-05-25,4189.73,银行,0.037907107520728456,震荡期,0.031594844273824974,0.006312263246903482,防御类
801780,2021-05-26,4224.62,银行,0.008327505591052553,震荡期,0.00039767016052327797,0.007929835430529275,防御类
801780,2021-05-27,4190.98,银行,-0.00796284636251321,上涨期,0.003315419916539497,-0.011278266279052707,防御类
801780,2021-05-28,4202.86,银行,0.002834659196655709,震荡期,-0.003211549589536511,0.00604620878619222,防御类
801780,2021-05-31,4181.14,银行,-0.005167909471169518,震荡期,0.001969709583883983,-0.007137619055053501,防御类
801780,2021-06-01,4145.98,银行,-0.008409189838178288,震荡期,0.0018962519483005646,-0.010305441786478853,防御类
801780,2021-06-02,4147.6,银行,0.0003907399456826166,震荡期,-0.009679726228452479,0.010070466174135095,防御类
801780,2021-06-03,4114.31,银行,-0.008026328479120437,震荡期,-0.0065573101115431465,-0.0014690183675772905,防御类
801780,2021-06-04,4157.27,银行,0.010441605032192491,上涨期,0.005135971667383998,0.005305633364808493,防御类
801780,2021-06-07,4132.95,银行,-0.0058499929039972365,上涨期,-0.00088030218786328,-0.0049696907161339565,防御类
801780,2021-06-08,4128.77,银行,-0.0010113841203013285,震荡期,-0.008623193719450084,0.0076118095991487555,防御类
801780,2021-06-09,4113.75,银行,-0.0036378873126864386,震荡期,0.0008279631361454154,-0.004465850448831854,防御类
801780,2021-06-10,4102.61,银行,-0.002707991491947781,上涨期,0.0066871652908298,-0.00939515678277758,防御类
801780,2021-06-11,4066.18,银行,-0.008879713158209013,震荡期,-0.008870966824029547,-8.746334179465798e-06,防御类
801780,2021-06-15,4001.35,银行,-0.015943711296597773,震荡期,-0.011128479456152807,-0.004815231840444967,防御类
801780,2021-06-16,4027.34,银行,0.006495307833606301,震荡期,-0.01665886005388506,0.02315416788749136,防御类
801780,2021-06-17,4000.12,银行,-0.006758803577547545,震荡期,0.004212388133351563,-0.010971191710899109,防御类
